,Mes,Casos,Codigo,Descricao
74,2013-03-31,7544,3112,3112 TRIANGULO DO SUL
75,2013-04-30,4588,3112,3112 TRIANGULO DO SUL
76,2013-05-31,1746,3112,3112 TRIANGULO DO SUL
77,2013-06-30,543,3112,3112 TRIANGULO DO SUL
78,2013-07-31,193,3112,3112 TRIANGULO DO SUL
79,2013-08-31,88,3112,3112 TRIANGULO DO SUL
80,2013-09-30,86,3112,3112 TRIANGULO DO SUL
81,2013-10-31,124,3112,3112 TRIANGULO DO SUL
82,2013-11-30,135,3112,3112 TRIANGULO DO SUL
83,2013-12-31,214,3112,3112 TRIANGULO DO SUL
84,2014-01-31,136,3112,3112 TRIANGULO DO SUL
85,2014-02-28,226,3112,3112 TRIANGULO DO SUL
86,2014-03-31,305,3112,3112 TRIANGULO DO SUL
87,2014-04-30,727,3112,3112 TRIANGULO DO SUL
88,2014-05-31,769,3112,3112 TRIANGULO DO SUL
89,2014-06-30,435,3112,3112 TRIANGULO DO SUL
90,2014-07-31,93,3112,3112 TRIANGULO DO SUL
91,2014-08-31,54,3112,3112 TRIANGULO DO SUL
92,2014-09-30,98,3112,3112 TRIANGULO DO SUL
93,2014-10-31,78,3112,3112 TRIANGULO DO SUL
94,2014-11-30,140,3112,3112 TRIANGULO DO SUL
95,2014-12-31,129,3112,3112 TRIANGULO DO SUL
96,2015-01-31,385,3112,3112 TRIANGULO DO SUL
97,2015-02-28,576,3112,3112 TRIANGULO DO SUL
98,2015-03-31,1125,3112,3112 TRIANGULO DO SUL
99,2015-04-30,1684,3112,3112 TRIANGULO DO SUL
100,2015-05-31,1551,3112,3112 TRIANGULO DO SUL
101,2015-06-30,732,3112,3112 TRIANGULO DO SUL
102,2015-07-31,192,3112,3112 TRIANGULO DO SUL
103,2015-08-31,78,3112,3112 TRIANGULO DO SUL
104,2015-09-30,61,3112,3112 TRIANGULO DO SUL
105,2015-10-31,72,3112,3112 TRIANGULO DO SUL
106,2015-11-30,162,3112,3112 TRIANGULO DO SUL
107,2015-12-31,311,3112,3112 TRIANGULO DO SUL
108,2016-01-31,870,3112,3112 TRIANGULO DO SUL
109,2016-02-29,2248,3112,3112 TRIANGULO DO SUL
110,2016-03-31,2766,3112,3112 TRIANGULO DO SUL
111,2016-04-30,2204,3112,3112 TRIANGULO DO SUL
112,2016-05-31,894,3112,3112 TRIANGULO DO SUL
113,2016-06-30,231,3112,3112 TRIANGULO DO SUL
114,2016-07-31,59,3112,3112 TRIANGULO DO SUL
115,2016-08-31,25,3112,3112 TRIANGULO DO SUL
116,2016-09-30,21,3112,3112 TRIANGULO DO SUL
117,2016-10-31,11,3112,3112 TRIANGULO DO SUL
118,2016-11-30,25,3112,3112 TRIANGULO DO SUL
119,2016-12-31,34,3112,3112 TRIANGULO DO SUL
120,2017-01-31,54,3112,3112 TRIANGULO DO SUL
121,2017-02-28,72,3112,3112 TRIANGULO DO SUL
122,2017-03-31,108,3112,3112 TRIANGULO DO SUL
123,2017-04-30,80,3112,3112 TRIANGULO DO SUL
124,2017-05-31,65,3112,3112 TRIANGULO DO SUL
125,2017-06-30,27,3112,3112 TRIANGULO DO SUL
126,2017-07-31,11,3112,3112 TRIANGULO DO SUL
127,2017-08-31,17,3112,3112 TRIANGULO DO SUL
128,2017-09-30,25,3112,3112 TRIANGULO DO SUL
129,2017-10-31,14,3112,3112 TRIANGULO DO SUL
130,2017-11-30,11,3112,3112 TRIANGULO DO SUL
131,2017-12-31,22,3112,3112 TRIANGULO DO SUL
132,2018-01-31,37,3112,3112 TRIANGULO DO SUL
133,2018-02-28,73,3112,3112 TRIANGULO DO SUL
134,2018-03-31,108,3112,3112 TRIANGULO DO SUL
135,2018-04-30,282,3112,3112 TRIANGULO DO SUL
136,2018-05-31,347,3112,3112 TRIANGULO DO SUL
137,2018-06-30,127,3112,3112 TRIANGULO DO SUL
138,2018-07-31,38,3112,3112 TRIANGULO DO SUL
139,2018-08-31,20,3112,3112 TRIANGULO DO SUL
140,2018-09-30,21,3112,3112 TRIANGULO DO SUL
141,2018-10-31,23,3112,3112 TRIANGULO DO SUL
142,2018-11-30,24,3112,3112 TRIANGULO DO SUL
143,2018-12-31,58,3112,3112 TRIANGULO DO SUL
144,2019-01-31,376,3112,3112 TRIANGULO DO SUL
145,2019-02-28,1361,3112,3112 TRIANGULO DO SUL
146,2019-03-31,1373,3112,3112 TRIANGULO DO SUL
147,2019-04-30,2179,3112,3112 TRIANGULO DO SUL
148,2019-05-31,2166,3112,3112 TRIANGULO DO SUL
149,2019-06-30,900,3112,3112 TRIANGULO DO SUL
150,2019-07-31,243,3112,3112 TRIANGULO DO SUL
151,2019-08-31,70,3112,3112 TRIANGULO DO SUL
152,2019-09-30,41,3112,3112 TRIANGULO DO SUL
153,2019-10-31,49,3112,3112 TRIANGULO DO SUL
154,2019-11-30,53,3112,3112 TRIANGULO DO SUL
155,2019-12-31,66,3112,3112 TRIANGULO DO SUL
156,2020-01-31,308,3112,3112 TRIANGULO DO SUL
157,2020-02-29,575,3112,3112 TRIANGULO DO SUL
158,2020-03-31,568,3112,3112 TRIANGULO DO SUL
159,2020-04-30,796,3112,3112 TRIANGULO DO SUL
160,2020-05-31,602,3112,3112 TRIANGULO DO SUL
161,2020-06-30,375,3112,3112 TRIANGULO DO SUL
162,2020-07-31,282,3112,3112 TRIANGULO DO SUL
163,2020-08-31,210,3112,3112 TRIANGULO DO SUL
164,2020-09-30,219,3112,3112 TRIANGULO DO SUL
165,2020-10-31,143,3112,3112 TRIANGULO DO SUL
166,2020-11-30,80,3112,3112 TRIANGULO DO SUL
167,2020-12-31,150,3112,3112 TRIANGULO DO SUL
168,2021-01-31,122,3112,3112 TRIANGULO DO SUL
169,2021-02-28,180,3112,3112 TRIANGULO DO SUL
170,2021-03-31,199,3112,3112 TRIANGULO DO SUL
171,2021-04-30,170,3112,3112 TRIANGULO DO SUL
172,2021-05-31,120,3112,3112 TRIANGULO DO SUL
173,2021-06-30,55,3112,3112 TRIANGULO DO SUL
174,2021-07-31,46,3112,3112 TRIANGULO DO SUL
175,2021-08-31,45,3112,3112 TRIANGULO DO SUL
176,2021-09-30,24,3112,3112 TRIANGULO DO SUL
177,2021-10-31,8,3112,3112 TRIANGULO DO SUL
178,2021-11-30,108,3112,3112 TRIANGULO DO SUL
179,2021-12-31,125,3112,3112 TRIANGULO DO SUL
180,2022-01-31,369,3112,3112 TRIANGULO DO SUL
181,2022-02-28,1202,3112,3112 TRIANGULO DO SUL
182,2022-03-31,2386,3112,3112 TRIANGULO DO SUL
183,2022-04-30,2960,3112,3112 TRIANGULO DO SUL
184,2022-05-31,2358,3112,3112 TRIANGULO DO SUL
185,2022-06-30,1402,3112,3112 TRIANGULO DO SUL
186,2022-07-31,670,3112,3112 TRIANGULO DO SUL
187,2022-08-31,419,3112,3112 TRIANGULO DO SUL
188,2022-09-30,350,3112,3112 TRIANGULO DO SUL
189,2022-10-31,343,3112,3112 TRIANGULO DO SUL
190,2022-11-30,352,3112,3112 TRIANGULO DO SUL
191,2022-12-31,369,3112,3112 TRIANGULO DO SUL
0,2007-01-31,12,3113,3113 TRIANGULO DO NORTE
1,2007-02-28,43,3113,3113 TRIANGULO DO NORTE
2,2007-03-31,91,3113,3113 TRIANGULO DO NORTE
3,2007-04-30,104,3113,3113 TRIANGULO DO NORTE
4,2007-05-31,42,3113,3113 TRIANGULO DO NORTE
5,2007-06-30,18,3113,3113 TRIANGULO DO NORTE
6,2007-07-31,9,3113,3113 TRIANGULO DO NORTE
7,2007-08-31,6,3113,3113 TRIANGULO DO NORTE
8,2007-09-30,8,3113,3113 TRIANGULO DO NORTE
9,2007-10-31,11,3113,3113 TRIANGULO DO NORTE
10,2007-11-30,30,3113,3113 TRIANGULO DO NORTE
11,2007-12-31,13,3113,3113 TRIANGULO DO NORTE
12,2008-01-31,74,3113,3113 TRIANGULO DO NORTE
13,2008-02-29,71,3113,3113 TRIANGULO DO NORTE
14,2008-03-31,221,3113,3113 TRIANGULO DO NORTE
15,2008-04-30,245,3113,3113 TRIANGULO DO NORTE
16,2008-05-31,111,3113,3113 TRIANGULO DO NORTE
17,2008-06-30,48,3113,3113 TRIANGULO DO NORTE
18,2008-07-31,5,3113,3113 TRIANGULO DO NORTE
19,2008-08-31,6,3113,3113 TRIANGULO DO NORTE
20,2008-09-30,6,3113,3113 TRIANGULO DO NORTE
21,2008-10-31,11,3113,3113 TRIANGULO DO NORTE
22,2008-11-30,40,3113,3113 TRIANGULO DO NORTE
23,2008-12-31,26,3113,3113 TRIANGULO DO NORTE
24,2009-01-31,126,3113,3113 TRIANGULO DO NORTE
25,2009-02-28,304,3113,3113 TRIANGULO DO NORTE
26,2009-03-31,578,3113,3113 TRIANGULO DO NORTE
27,2009-04-30,334,3113,3113 TRIANGULO DO NORTE
28,2009-05-31,266,3113,3113 TRIANGULO DO NORTE
29,2009-06-30,74,3113,3113 TRIANGULO DO NORTE
30,2009-07-31,37,3113,3113 TRIANGULO DO NORTE
31,2009-08-31,13,3113,3113 TRIANGULO DO NORTE
32,2009-09-30,13,3113,3113 TRIANGULO DO NORTE
33,2009-10-31,45,3113,3113 TRIANGULO DO NORTE
34,2009-11-30,187,3113,3113 TRIANGULO DO NORTE
35,2009-12-31,171,3113,3113 TRIANGULO DO NORTE
36,2010-01-31,694,3113,3113 TRIANGULO DO NORTE
37,2010-02-28,975,3113,3113 TRIANGULO DO NORTE
38,2010-03-31,1378,3113,3113 TRIANGULO DO NORTE
39,2010-04-30,983,3113,3113 TRIANGULO DO NORTE
40,2010-05-31,534,3113,3113 TRIANGULO DO NORTE
41,2010-06-30,120,3113,3113 TRIANGULO DO NORTE
42,2010-07-31,44,3113,3113 TRIANGULO DO NORTE
43,2010-08-31,33,3113,3113 TRIANGULO DO NORTE
44,2010-09-30,62,3113,3113 TRIANGULO DO NORTE
45,2010-10-31,47,3113,3113 TRIANGULO DO NORTE
46,2010-11-30,64,3113,3113 TRIANGULO DO NORTE
47,2010-12-31,142,3113,3113 TRIANGULO DO NORTE
48,2011-01-31,212,3113,3113 TRIANGULO DO NORTE
49,2011-02-28,298,3113,3113 TRIANGULO DO NORTE
50,2011-03-31,359,3113,3113 TRIANGULO DO NORTE
51,2011-04-30,444,3113,3113 TRIANGULO DO NORTE
52,2011-05-31,310,3113,3113 TRIANGULO DO NORTE
53,2011-06-30,59,3113,3113 TRIANGULO DO NORTE
54,2011-07-31,21,3113,3113 TRIANGULO DO NORTE
55,2011-08-31,16,3113,3113 TRIANGULO DO NORTE
56,2011-09-30,12,3113,3113 TRIANGULO DO NORTE
57,2011-10-31,21,3113,3113 TRIANGULO DO NORTE
58,2011-11-30,22,3113,3113 TRIANGULO DO NORTE
59,2011-12-31,15,3113,3113 TRIANGULO DO NORTE
60,2012-01-31,100,3113,3113 TRIANGULO DO NORTE
61,2012-02-29,195,3113,3113 TRIANGULO DO NORTE
62,2012-03-31,301,3113,3113 TRIANGULO DO NORTE
63,2012-04-30,527,3113,3113 TRIANGULO DO NORTE
64,2012-05-31,460,3113,3113 TRIANGULO DO NORTE
65,2012-06-30,275,3113,3113 TRIANGULO DO NORTE
66,2012-07-31,83,3113,3113 TRIANGULO DO NORTE
67,2012-08-31,46,3113,3113 TRIANGULO DO NORTE
68,2012-09-30,27,3113,3113 TRIANGULO DO NORTE
69,2012-10-31,44,3113,3113 TRIANGULO DO NORTE
70,2012-11-30,50,3113,3113 TRIANGULO DO NORTE
71,2012-12-31,248,3113,3113 TRIANGULO DO NORTE
72,2013-01-31,1627,3113,3113 TRIANGULO DO NORTE
73,2013-02-28,2865,3113,3113 TRIANGULO DO NORTE
74,2013-03-31,3807,3113,3113 TRIANGULO DO NORTE
75,2013-04-30,3549,3113,3113 TRIANGULO DO NORTE
76,2013-05-31,1355,3113,3113 TRIANGULO DO NORTE
77,2013-06-30,411,3113,3113 TRIANGULO DO NORTE
78,2013-07-31,106,3113,3113 TRIANGULO DO NORTE
79,2013-08-31,77,3113,3113 TRIANGULO DO NORTE
80,2013-09-30,64,3113,3113 TRIANGULO DO NORTE
81,2013-10-31,91,3113,3113 TRIANGULO DO NORTE
82,2013-11-30,137,3113,3113 TRIANGULO DO NORTE
83,2013-12-31,180,3113,3113 TRIANGULO DO NORTE
84,2014-01-31,389,3113,3113 TRIANGULO DO NORTE
85,2014-02-28,674,3113,3113 TRIANGULO DO NORTE
86,2014-03-31,1208,3113,3113 TRIANGULO DO NORTE
87,2014-04-30,1891,3113,3113 TRIANGULO DO NORTE
88,2014-05-31,1629,3113,3113 TRIANGULO DO NORTE
89,2014-06-30,612,3113,3113 TRIANGULO DO NORTE
90,2014-07-31,236,3113,3113 TRIANGULO DO NORTE
91,2014-08-31,72,3113,3113 TRIANGULO DO NORTE
92,2014-09-30,88,3113,3113 TRIANGULO DO NORTE
93,2014-10-31,88,3113,3113 TRIANGULO DO NORTE
94,2014-11-30,86,3113,3113 TRIANGULO DO NORTE
95,2014-12-31,132,3113,3113 TRIANGULO DO NORTE
96,2015-01-31,450,3113,3113 TRIANGULO DO NORTE
97,2015-02-28,1420,3113,3113 TRIANGULO DO NORTE
98,2015-03-31,4295,3113,3113 TRIANGULO DO NORTE
99,2015-04-30,7303,3113,3113 TRIANGULO DO NORTE
100,2015-05-31,8236,3113,3113 TRIANGULO DO NORTE
101,2015-06-30,2716,3113,3113 TRIANGULO DO NORTE
102,2015-07-31,605,3113,3113 TRIANGULO DO NORTE
103,2015-08-31,164,3113,3113 TRIANGULO DO NORTE
104,2015-09-30,116,3113,3113 TRIANGULO DO NORTE
105,2015-10-31,121,3113,3113 TRIANGULO DO NORTE
106,2015-11-30,238,3113,3113 TRIANGULO DO NORTE
107,2015-12-31,440,3113,3113 TRIANGULO DO NORTE
108,2016-01-31,1164,3113,3113 TRIANGULO DO NORTE
109,2016-02-29,3883,3113,3113 TRIANGULO DO NORTE
110,2016-03-31,5026,3113,3113 TRIANGULO DO NORTE
111,2016-04-30,4909,3113,3113 TRIANGULO DO NORTE
112,2016-05-31,2556,3113,3113 TRIANGULO DO NORTE
113,2016-06-30,817,3113,3113 TRIANGULO DO NORTE
114,2016-07-31,129,3113,3113 TRIANGULO DO NORTE
115,2016-08-31,65,3113,3113 TRIANGULO DO NORTE
116,2016-09-30,72,3113,3113 TRIANGULO DO NORTE
117,2016-10-31,73,3113,3113 TRIANGULO DO NORTE
118,2016-11-30,96,3113,3113 TRIANGULO DO NORTE
119,2016-12-31,104,3113,3113 TRIANGULO DO NORTE
120,2017-01-31,190,3113,3113 TRIANGULO DO NORTE
121,2017-02-28,306,3113,3113 TRIANGULO DO NORTE
122,2017-03-31,576,3113,3113 TRIANGULO DO NORTE
123,2017-04-30,539,3113,3113 TRIANGULO DO NORTE
124,2017-05-31,461,3113,3113 TRIANGULO DO NORTE
125,2017-06-30,266,3113,3113 TRIANGULO DO NORTE
126,2017-07-31,78,3113,3113 TRIANGULO DO NORTE
127,2017-08-31,57,3113,3113 TRIANGULO DO NORTE
128,2017-09-30,49,3113,3113 TRIANGULO DO NORTE
129,2017-10-31,57,3113,3113 TRIANGULO DO NORTE
130,2017-11-30,55,3113,3113 TRIANGULO DO NORTE
131,2017-12-31,105,3113,3113 TRIANGULO DO NORTE
132,2018-01-31,135,3113,3113 TRIANGULO DO NORTE
133,2018-02-28,198,3113,3113 TRIANGULO DO NORTE
134,2018-03-31,309,3113,3113 TRIANGULO DO NORTE
135,2018-04-30,758,3113,3113 TRIANGULO DO NORTE
136,2018-05-31,771,3113,3113 TRIANGULO DO NORTE
137,2018-06-30,329,3113,3113 TRIANGULO DO NORTE
138,2018-07-31,126,3113,3113 TRIANGULO DO NORTE
139,2018-08-31,84,3113,3113 TRIANGULO DO NORTE
140,2018-09-30,74,3113,3113 TRIANGULO DO NORTE
141,2018-10-31,102,3113,3113 TRIANGULO DO NORTE
142,2018-11-30,199,3113,3113 TRIANGULO DO NORTE
143,2018-12-31,520,3113,3113 TRIANGULO DO NORTE
144,2019-01-31,2166,3113,3113 TRIANGULO DO NORTE
145,2019-02-28,6944,3113,3113 TRIANGULO DO NORTE
146,2019-03-31,10246,3113,3113 TRIANGULO DO NORTE
147,2019-04-30,13800,3113,3113 TRIANGULO DO NORTE
148,2019-05-31,7340,3113,3113 TRIANGULO DO NORTE
149,2019-06-30,1786,3113,3113 TRIANGULO DO NORTE
150,2019-07-31,450,3113,3113 TRIANGULO DO NORTE
151,2019-08-31,120,3113,3113 TRIANGULO DO NORTE
152,2019-09-30,106,3113,3113 TRIANGULO DO NORTE
153,2019-10-31,143,3113,3113 TRIANGULO DO NORTE
154,2019-11-30,121,3113,3113 TRIANGULO DO NORTE
155,2019-12-31,245,3113,3113 TRIANGULO DO NORTE
156,2020-01-31,511,3113,3113 TRIANGULO DO NORTE
157,2020-02-29,745,3113,3113 TRIANGULO DO NORTE
158,2020-03-31,1048,3113,3113 TRIANGULO DO NORTE
159,2020-04-30,751,3113,3113 TRIANGULO DO NORTE
160,2020-05-31,614,3113,3113 TRIANGULO DO NORTE
161,2020-06-30,420,3113,3113 TRIANGULO DO NORTE
162,2020-07-31,262,3113,3113 TRIANGULO DO NORTE
163,2020-08-31,187,3113,3113 TRIANGULO DO NORTE
164,2020-09-30,125,3113,3113 TRIANGULO DO NORTE
165,2020-10-31,138,3113,3113 TRIANGULO DO NORTE
166,2020-11-30,104,3113,3113 TRIANGULO DO NORTE
167,2020-12-31,140,3113,3113 TRIANGULO DO NORTE
168,2021-01-31,184,3113,3113 TRIANGULO DO NORTE
169,2021-02-28,335,3113,3113 TRIANGULO DO NORTE
170,2021-03-31,376,3113,3113 TRIANGULO DO NORTE
171,2021-04-30,275,3113,3113 TRIANGULO DO NORTE
172,2021-05-31,197,3113,3113 TRIANGULO DO NORTE
173,2021-06-30,128,3113,3113 TRIANGULO DO NORTE
174,2021-07-31,86,3113,3113 TRIANGULO DO NORTE
175,2021-08-31,82,3113,3113 TRIANGULO DO NORTE
176,2021-09-30,64,3113,3113 TRIANGULO DO NORTE
177,2021-10-31,64,3113,3113 TRIANGULO DO NORTE
178,2021-11-30,62,3113,3113 TRIANGULO DO NORTE
179,2021-12-31,126,3113,3113 TRIANGULO DO NORTE
180,2022-01-31,414,3113,3113 TRIANGULO DO NORTE
181,2022-02-28,1482,3113,3113 TRIANGULO DO NORTE
182,2022-03-31,3292,3113,3113 TRIANGULO DO NORTE
183,2022-04-30,4459,3113,3113 TRIANGULO DO NORTE
184,2022-05-31,5019,3113,3113 TRIANGULO DO NORTE
185,2022-06-30,2715,3113,3113 TRIANGULO DO NORTE
186,2022-07-31,981,3113,3113 TRIANGULO DO NORTE
187,2022-08-31,498,3113,3113 TRIANGULO DO NORTE
188,2022-09-30,411,3113,3113 TRIANGULO DO NORTE
189,2022-10-31,413,3113,3113 TRIANGULO DO NORTE
190,2022-11-30,423,3113,3113 TRIANGULO DO NORTE
191,2022-12-31,440,3113,3113 TRIANGULO DO NORTE
0,2007-01-31,106,3114,3114 VALE DO ACO
1,2007-02-28,217,3114,3114 VALE DO ACO
2,2007-03-31,800,3114,3114 VALE DO ACO
3,2007-04-30,753,3114,3114 VALE DO ACO
4,2007-05-31,212,3114,3114 VALE DO ACO
5,2007-06-30,39,3114,3114 VALE DO ACO
6,2007-07-31,22,3114,3114 VALE DO ACO
7,2007-08-31,8,3114,3114 VALE DO ACO
8,2007-09-30,8,3114,3114 VALE DO ACO
9,2007-10-31,22,3114,3114 VALE DO ACO
10,2007-11-30,36,3114,3114 VALE DO ACO
11,2007-12-31,19,3114,3114 VALE DO ACO
12,2008-01-31,203,3114,3114 VALE DO ACO
13,2008-02-29,125,3114,3114 VALE DO ACO
14,2008-03-31,341,3114,3114 VALE DO ACO
15,2008-04-30,950,3114,3114 VALE DO ACO
16,2008-05-31,681,3114,3114 VALE DO ACO
17,2008-06-30,248,3114,3114 VALE DO ACO
18,2008-07-31,38,3114,3114 VALE DO ACO
19,2008-08-31,27,3114,3114 VALE DO ACO
20,2008-09-30,17,3114,3114 VALE DO ACO
21,2008-10-31,74,3114,3114 VALE DO ACO
22,2008-11-30,137,3114,3114 VALE DO ACO
23,2008-12-31,76,3114,3114 VALE DO ACO
24,2009-01-31,678,3114,3114 VALE DO ACO
25,2009-02-28,1806,3114,3114 VALE DO ACO
26,2009-03-31,3191,3114,3114 VALE DO ACO
27,2009-04-30,1725,3114,3114 VALE DO ACO
28,2009-05-31,1361,3114,3114 VALE DO ACO
29,2009-06-30,192,3114,3114 VALE DO ACO
30,2009-07-31,48,3114,3114 VALE DO ACO
31,2009-08-31,10,3114,3114 VALE DO ACO
32,2009-09-30,9,3114,3114 VALE DO ACO
33,2009-10-31,23,3114,3114 VALE DO ACO
34,2009-11-30,36,3114,3114 VALE DO ACO
35,2009-12-31,62,3114,3114 VALE DO ACO
36,2010-01-31,193,3114,3114 VALE DO ACO
37,2010-02-28,372,3114,3114 VALE DO ACO
38,2010-03-31,580,3114,3114 VALE DO ACO
39,2010-04-30,769,3114,3114 VALE DO ACO
40,2010-05-31,857,3114,3114 VALE DO ACO
41,2010-06-30,250,3114,3114 VALE DO ACO
42,2010-07-31,101,3114,3114 VALE DO ACO
43,2010-08-31,44,3114,3114 VALE DO ACO
44,2010-09-30,25,3114,3114 VALE DO ACO
45,2010-10-31,10,3114,3114 VALE DO ACO
46,2010-11-30,62,3114,3114 VALE DO ACO
47,2010-12-31,197,3114,3114 VALE DO ACO
48,2011-01-31,389,3114,3114 VALE DO ACO
49,2011-02-28,710,3114,3114 VALE DO ACO
50,2011-03-31,763,3114,3114 VALE DO ACO
51,2011-04-30,848,3114,3114 VALE DO ACO
52,2011-05-31,831,3114,3114 VALE DO ACO
53,2011-06-30,232,3114,3114 VALE DO ACO
54,2011-07-31,124,3114,3114 VALE DO ACO
55,2011-08-31,74,3114,3114 VALE DO ACO
56,2011-09-30,76,3114,3114 VALE DO ACO
57,2011-10-31,77,3114,3114 VALE DO ACO
58,2011-11-30,181,3114,3114 VALE DO ACO
59,2011-12-31,240,3114,3114 VALE DO ACO
60,2012-01-31,238,3114,3114 VALE DO ACO
61,2012-02-29,258,3114,3114 VALE DO ACO
62,2012-03-31,423,3114,3114 VALE DO ACO
63,2012-04-30,580,3114,3114 VALE DO ACO
64,2012-05-31,661,3114,3114 VALE DO ACO
65,2012-06-30,654,3114,3114 VALE DO ACO
66,2012-07-31,329,3114,3114 VALE DO ACO
67,2012-08-31,166,3114,3114 VALE DO ACO
68,2012-09-30,138,3114,3114 VALE DO ACO
69,2012-10-31,140,3114,3114 VALE DO ACO
70,2012-11-30,319,3114,3114 VALE DO ACO
71,2012-12-31,1950,3114,3114 VALE DO ACO
72,2013-01-31,13836,3114,3114 VALE DO ACO
73,2013-02-28,9142,3114,3114 VALE DO ACO
74,2013-03-31,4350,3114,3114 VALE DO ACO
75,2013-04-30,1488,3114,3114 VALE DO ACO
76,2013-05-31,296,3114,3114 VALE DO ACO
77,2013-06-30,126,3114,3114 VALE DO ACO
78,2013-07-31,45,3114,3114 VALE DO ACO
79,2013-08-31,10,3114,3114 VALE DO ACO
80,2013-09-30,38,3114,3114 VALE DO ACO
81,2013-10-31,42,3114,3114 VALE DO ACO
82,2013-11-30,62,3114,3114 VALE DO ACO
83,2013-12-31,408,3114,3114 VALE DO ACO
84,2014-01-31,142,3114,3114 VALE DO ACO
85,2014-02-28,97,3114,3114 VALE DO ACO
86,2014-03-31,125,3114,3114 VALE DO ACO
87,2014-04-30,99,3114,3114 VALE DO ACO
88,2014-05-31,97,3114,3114 VALE DO ACO
89,2014-06-30,51,3114,3114 VALE DO ACO
90,2014-07-31,27,3114,3114 VALE DO ACO
91,2014-08-31,25,3114,3114 VALE DO ACO
92,2014-09-30,57,3114,3114 VALE DO ACO
93,2014-10-31,49,3114,3114 VALE DO ACO
94,2014-11-30,93,3114,3114 VALE DO ACO
95,2014-12-31,62,3114,3114 VALE DO ACO
96,2015-01-31,84,3114,3114 VALE DO ACO
97,2015-02-28,96,3114,3114 VALE DO ACO
98,2015-03-31,196,3114,3114 VALE DO ACO
99,2015-04-30,184,3114,3114 VALE DO ACO
100,2015-05-31,246,3114,3114 VALE DO ACO
101,2015-06-30,178,3114,3114 VALE DO ACO
102,2015-07-31,110,3114,3114 VALE DO ACO
103,2015-08-31,57,3114,3114 VALE DO ACO
104,2015-09-30,43,3114,3114 VALE DO ACO
105,2015-10-31,79,3114,3114 VALE DO ACO
106,2015-11-30,146,3114,3114 VALE DO ACO
107,2015-12-31,995,3114,3114 VALE DO ACO
108,2016-01-31,6025,3114,3114 VALE DO ACO
109,2016-02-29,7471,3114,3114 VALE DO ACO
110,2016-03-31,3332,3114,3114 VALE DO ACO
111,2016-04-30,823,3114,3114 VALE DO ACO
112,2016-05-31,200,3114,3114 VALE DO ACO
113,2016-06-30,43,3114,3114 VALE DO ACO
114,2016-07-31,25,3114,3114 VALE DO ACO
115,2016-08-31,20,3114,3114 VALE DO ACO
116,2016-09-30,28,3114,3114 VALE DO ACO
117,2016-10-31,26,3114,3114 VALE DO ACO
118,2016-11-30,56,3114,3114 VALE DO ACO
119,2016-12-31,105,3114,3114 VALE DO ACO
120,2017-01-31,169,3114,3114 VALE DO ACO
121,2017-02-28,265,3114,3114 VALE DO ACO
122,2017-03-31,368,3114,3114 VALE DO ACO
123,2017-04-30,433,3114,3114 VALE DO ACO
124,2017-05-31,500,3114,3114 VALE DO ACO
125,2017-06-30,529,3114,3114 VALE DO ACO
126,2017-07-31,248,3114,3114 VALE DO ACO
127,2017-08-31,145,3114,3114 VALE DO ACO
128,2017-09-30,88,3114,3114 VALE DO ACO
129,2017-10-31,101,3114,3114 VALE DO ACO
130,2017-11-30,78,3114,3114 VALE DO ACO
131,2017-12-31,120,3114,3114 VALE DO ACO
132,2018-01-31,580,3114,3114 VALE DO ACO
133,2018-02-28,499,3114,3114 VALE DO ACO
134,2018-03-31,1560,3114,3114 VALE DO ACO
135,2018-04-30,2168,3114,3114 VALE DO ACO
136,2018-05-31,1003,3114,3114 VALE DO ACO
137,2018-06-30,387,3114,3114 VALE DO ACO
138,2018-07-31,191,3114,3114 VALE DO ACO
139,2018-08-31,84,3114,3114 VALE DO ACO
140,2018-09-30,81,3114,3114 VALE DO ACO
141,2018-10-31,110,3114,3114 VALE DO ACO
142,2018-11-30,120,3114,3114 VALE DO ACO
143,2018-12-31,105,3114,3114 VALE DO ACO
144,2019-01-31,152,3114,3114 VALE DO ACO
145,2019-02-28,167,3114,3114 VALE DO ACO
146,2019-03-31,156,3114,3114 VALE DO ACO
147,2019-04-30,319,3114,3114 VALE DO ACO
148,2019-05-31,719,3114,3114 VALE DO ACO
149,2019-06-30,531,3114,3114 VALE DO ACO
150,2019-07-31,255,3114,3114 VALE DO ACO
151,2019-08-31,115,3114,3114 VALE DO ACO
152,2019-09-30,86,3114,3114 VALE DO ACO
153,2019-10-31,83,3114,3114 VALE DO ACO
154,2019-11-30,109,3114,3114 VALE DO ACO
155,2019-12-31,196,3114,3114 VALE DO ACO
156,2020-01-31,435,3114,3114 VALE DO ACO
157,2020-02-29,738,3114,3114 VALE DO ACO
158,2020-03-31,989,3114,3114 VALE DO ACO
159,2020-04-30,1224,3114,3114 VALE DO ACO
160,2020-05-31,1165,3114,3114 VALE DO ACO
161,2020-06-30,529,3114,3114 VALE DO ACO
162,2020-07-31,207,3114,3114 VALE DO ACO
163,2020-08-31,96,3114,3114 VALE DO ACO
164,2020-09-30,135,3114,3114 VALE DO ACO
165,2020-10-31,124,3114,3114 VALE DO ACO
166,2020-11-30,117,3114,3114 VALE DO ACO
167,2020-12-31,120,3114,3114 VALE DO ACO
168,2021-01-31,137,3114,3114 VALE DO ACO
169,2021-02-28,191,3114,3114 VALE DO ACO
