;Ano;Codigo;Codigo_Mes;Periodo;Casos;Descricao
1777;2020;3110;2;2020.02;727;3110 LESTE DO SUL
1778;2020;3110;3;2020.03;732;3110 LESTE DO SUL
1779;2020;3110;4;2020.04;492;3110 LESTE DO SUL
1780;2020;3110;5;2020.05;269;3110 LESTE DO SUL
1781;2020;3110;6;2020.06;65;3110 LESTE DO SUL
1782;2020;3110;7;2020.07;35;3110 LESTE DO SUL
1783;2020;3110;8;2020.08;7;3110 LESTE DO SUL
1784;2020;3110;9;2020.09;7;3110 LESTE DO SUL
1785;2020;3110;10;2020.10;4;3110 LESTE DO SUL
1786;2020;3110;11;2020.11;16;3110 LESTE DO SUL
1787;2020;3110;12;2020.12;23;3110 LESTE DO SUL
1788;2021;3110;1;2021.01;21;3110 LESTE DO SUL
1789;2021;3110;2;2021.02;44;3110 LESTE DO SUL
1790;2021;3110;3;2021.03;101;3110 LESTE DO SUL
1791;2021;3110;4;2021.04;47;3110 LESTE DO SUL
1792;2021;3110;5;2021.05;55;3110 LESTE DO SUL
1793;2021;3110;6;2021.06;29;3110 LESTE DO SUL
1794;2021;3110;7;2021.07;11;3110 LESTE DO SUL
1795;2021;3110;8;2021.08;1;3110 LESTE DO SUL
1796;2021;3110;9;2021.09;5;3110 LESTE DO SUL
1797;2021;3110;10;2021.10;2;3110 LESTE DO SUL
1798;2021;3110;11;2021.11;39;3110 LESTE DO SUL
1799;2021;3110;12;2021.12;106;3110 LESTE DO SUL
1800;2007;3111;1;2007.01;393;3111 NORDESTE
1801;2007;3111;2;2007.02;945;3111 NORDESTE
1802;2007;3111;3;2007.03;1654;3111 NORDESTE
1803;2007;3111;4;2007.04;958;3111 NORDESTE
1804;2007;3111;5;2007.05;274;3111 NORDESTE
1805;2007;3111;6;2007.06;73;3111 NORDESTE
1806;2007;3111;7;2007.07;26;3111 NORDESTE
1807;2007;3111;8;2007.08;5;3111 NORDESTE
1808;2007;3111;9;2007.09;4;3111 NORDESTE
1809;2007;3111;10;2007.10;57;3111 NORDESTE
1810;2007;3111;11;2007.11;54;3111 NORDESTE
1811;2007;3111;12;2007.12;145;3111 NORDESTE
1812;2008;3111;1;2008.01;295;3111 NORDESTE
1813;2008;3111;2;2008.02;942;3111 NORDESTE
1814;2008;3111;3;2008.03;1662;3111 NORDESTE
1815;2008;3111;4;2008.04;1632;3111 NORDESTE
1816;2008;3111;5;2008.05;833;3111 NORDESTE
1817;2008;3111;6;2008.06;263;3111 NORDESTE
1818;2008;3111;7;2008.07;39;3111 NORDESTE
1819;2008;3111;8;2008.08;9;3111 NORDESTE
1820;2008;3111;9;2008.09;5;3111 NORDESTE
1821;2008;3111;10;2008.10;7;3111 NORDESTE
1822;2008;3111;11;2008.11;13;3111 NORDESTE
1823;2008;3111;12;2008.12;40;3111 NORDESTE
1824;2009;3111;1;2009.01;177;3111 NORDESTE
1825;2009;3111;2;2009.02;344;3111 NORDESTE
1826;2009;3111;3;2009.03;655;3111 NORDESTE
1827;2009;3111;4;2009.04;542;3111 NORDESTE
1828;2009;3111;5;2009.05;1075;3111 NORDESTE
1829;2009;3111;6;2009.06;576;3111 NORDESTE
1830;2009;3111;7;2009.07;310;3111 NORDESTE
1831;2009;3111;8;2009.08;36;3111 NORDESTE
1832;2009;3111;9;2009.09;12;3111 NORDESTE
1833;2009;3111;10;2009.10;14;3111 NORDESTE
1834;2009;3111;11;2009.11;61;3111 NORDESTE
1835;2009;3111;12;2009.12;112;3111 NORDESTE
1836;2010;3111;1;2010.01;534;3111 NORDESTE
1837;2010;3111;2;2010.02;867;3111 NORDESTE
1838;2010;3111;3;2010.03;1802;3111 NORDESTE
1839;2010;3111;4;2010.04;2351;3111 NORDESTE
1840;2010;3111;5;2010.05;2576;3111 NORDESTE
1841;2010;3111;6;2010.06;1045;3111 NORDESTE
1842;2010;3111;7;2010.07;284;3111 NORDESTE
1843;2010;3111;8;2010.08;36;3111 NORDESTE
1844;2010;3111;9;2010.09;27;3111 NORDESTE
1845;2010;3111;10;2010.10;23;3111 NORDESTE
1846;2010;3111;11;2010.11;61;3111 NORDESTE
1847;2010;3111;12;2010.12;154;3111 NORDESTE
1848;2011;3111;1;2011.01;237;3111 NORDESTE
1849;2011;3111;2;2011.02;226;3111 NORDESTE
1850;2011;3111;3;2011.03;235;3111 NORDESTE
1851;2011;3111;4;2011.04;278;3111 NORDESTE
1852;2011;3111;5;2011.05;138;3111 NORDESTE
1853;2011;3111;6;2011.06;47;3111 NORDESTE
1854;2011;3111;7;2011.07;18;3111 NORDESTE
1855;2011;3111;8;2011.08;7;3111 NORDESTE
1856;2011;3111;9;2011.09;8;3111 NORDESTE
1857;2011;3111;10;2011.10;12;3111 NORDESTE
1858;2011;3111;11;2011.11;5;3111 NORDESTE
1859;2011;3111;12;2011.12;24;3111 NORDESTE
1860;2012;3111;1;2012.01;198;3111 NORDESTE
1861;2012;3111;2;2012.02;259;3111 NORDESTE
1862;2012;3111;3;2012.03;295;3111 NORDESTE
1863;2012;3111;4;2012.04;202;3111 NORDESTE
1864;2012;3111;5;2012.05;225;3111 NORDESTE
1865;2012;3111;6;2012.06;172;3111 NORDESTE
1866;2012;3111;7;2012.07;100;3111 NORDESTE
1867;2012;3111;8;2012.08;79;3111 NORDESTE
1868;2012;3111;9;2012.09;80;3111 NORDESTE
1869;2012;3111;10;2012.10;86;3111 NORDESTE
1870;2012;3111;11;2012.11;73;3111 NORDESTE
1871;2012;3111;12;2012.12;243;3111 NORDESTE
1872;2013;3111;1;2013.01;1336;3111 NORDESTE
1873;2013;3111;2;2013.02;3479;3111 NORDESTE
1874;2013;3111;3;2013.03;7166;3111 NORDESTE
1875;2013;3111;4;2013.04;3216;3111 NORDESTE
1876;2013;3111;5;2013.05;702;3111 NORDESTE
1877;2013;3111;6;2013.06;142;3111 NORDESTE
1878;2013;3111;7;2013.07;52;3111 NORDESTE
1879;2013;3111;8;2013.08;25;3111 NORDESTE
1880;2013;3111;9;2013.09;14;3111 NORDESTE
1881;2013;3111;10;2013.10;29;3111 NORDESTE
1882;2013;3111;11;2013.11;40;3111 NORDESTE
1883;2013;3111;12;2013.12;72;3111 NORDESTE
1884;2014;3111;1;2014.01;145;3111 NORDESTE
1885;2014;3111;2;2014.02;95;3111 NORDESTE
1886;2014;3111;3;2014.03;61;3111 NORDESTE
1887;2014;3111;4;2014.04;118;3111 NORDESTE
1888;2014;3111;5;2014.05;138;3111 NORDESTE
1889;2014;3111;6;2014.06;62;3111 NORDESTE
1890;2014;3111;7;2014.07;45;3111 NORDESTE
1891;2014;3111;8;2014.08;55;3111 NORDESTE
1892;2014;3111;9;2014.09;51;3111 NORDESTE
1893;2014;3111;10;2014.10;28;3111 NORDESTE
1894;2014;3111;11;2014.11;31;3111 NORDESTE
1895;2014;3111;12;2014.12;42;3111 NORDESTE
1896;2015;3111;1;2015.01;71;3111 NORDESTE
1897;2015;3111;2;2015.02;52;3111 NORDESTE
1898;2015;3111;3;2015.03;143;3111 NORDESTE
1899;2015;3111;4;2015.04;306;3111 NORDESTE
1900;2015;3111;5;2015.05;286;3111 NORDESTE
1901;2015;3111;6;2015.06;253;3111 NORDESTE
1902;2015;3111;7;2015.07;175;3111 NORDESTE
1903;2015;3111;8;2015.08;96;3111 NORDESTE
1904;2015;3111;9;2015.09;87;3111 NORDESTE
1905;2015;3111;10;2015.10;57;3111 NORDESTE
1906;2015;3111;11;2015.11;142;3111 NORDESTE
1907;2015;3111;12;2015.12;344;3111 NORDESTE
1908;2016;3111;1;2016.01;717;3111 NORDESTE
1909;2016;3111;2;2016.02;2432;3111 NORDESTE
1910;2016;3111;3;2016.03;3879;3111 NORDESTE
1911;2016;3111;4;2016.04;2054;3111 NORDESTE
1912;2016;3111;5;2016.05;1149;3111 NORDESTE
1913;2016;3111;6;2016.06;354;3111 NORDESTE
1914;2016;3111;7;2016.07;11;3111 NORDESTE
1915;2016;3111;8;2016.08;24;3111 NORDESTE
1916;2016;3111;9;2016.09;15;3111 NORDESTE
1917;2016;3111;10;2016.10;11;3111 NORDESTE
1918;2016;3111;11;2016.11;49;3111 NORDESTE
1919;2016;3111;12;2016.12;173;3111 NORDESTE
1920;2017;3111;1;2017.01;1330;3111 NORDESTE
1921;2017;3111;2;2017.02;577;3111 NORDESTE
1922;2017;3111;3;2017.03;710;3111 NORDESTE
1923;2017;3111;4;2017.04;350;3111 NORDESTE
1924;2017;3111;5;2017.05;210;3111 NORDESTE
1925;2017;3111;6;2017.06;113;3111 NORDESTE
1926;2017;3111;7;2017.07;31;3111 NORDESTE
1927;2017;3111;8;2017.08;23;3111 NORDESTE
1928;2017;3111;9;2017.09;20;3111 NORDESTE
1929;2017;3111;10;2017.10;20;3111 NORDESTE
1930;2017;3111;11;2017.11;23;3111 NORDESTE
1931;2017;3111;12;2017.12;49;3111 NORDESTE
1932;2018;3111;1;2018.01;38;3111 NORDESTE
1933;2018;3111;2;2018.02;36;3111 NORDESTE
1934;2018;3111;3;2018.03;27;3111 NORDESTE
1935;2018;3111;4;2018.04;14;3111 NORDESTE
1936;2018;3111;5;2018.05;28;3111 NORDESTE
1937;2018;3111;6;2018.06;32;3111 NORDESTE
1938;2018;3111;7;2018.07;29;3111 NORDESTE
1939;2018;3111;8;2018.08;13;3111 NORDESTE
1940;2018;3111;9;2018.09;17;3111 NORDESTE
1941;2018;3111;10;2018.10;19;3111 NORDESTE
1942;2018;3111;11;2018.11;12;3111 NORDESTE
1943;2018;3111;12;2018.12;16;3111 NORDESTE
1944;2019;3111;1;2019.01;13;3111 NORDESTE
1945;2019;3111;2;2019.02;14;3111 NORDESTE
1946;2019;3111;3;2019.03;43;3111 NORDESTE
1947;2019;3111;4;2019.04;200;3111 NORDESTE
1948;2019;3111;5;2019.05;644;3111 NORDESTE
1949;2019;3111;6;2019.06;589;3111 NORDESTE
1950;2019;3111;7;2019.07;230;3111 NORDESTE
1951;2019;3111;8;2019.08;110;3111 NORDESTE
1952;2019;3111;9;2019.09;53;3111 NORDESTE
1953;2019;3111;10;2019.10;66;3111 NORDESTE
1954;2019;3111;11;2019.11;88;3111 NORDESTE
1955;2019;3111;12;2019.12;90;3111 NORDESTE
1956;2020;3111;1;2020.01;693;3111 NORDESTE
1957;2020;3111;2;2020.02;1387;3111 NORDESTE
1958;2020;3111;3;2020.03;1446;3111 NORDESTE
1959;2020;3111;4;2020.04;1608;3111 NORDESTE
1960;2020;3111;5;2020.05;1235;3111 NORDESTE
1961;2020;3111;6;2020.06;510;3111 NORDESTE
1962;2020;3111;7;2020.07;178;3111 NORDESTE
1963;2020;3111;8;2020.08;57;3111 NORDESTE
1964;2020;3111;9;2020.09;34;3111 NORDESTE
1965;2020;3111;10;2020.10;27;3111 NORDESTE
1966;2020;3111;11;2020.11;43;3111 NORDESTE
1967;2020;3111;12;2020.12;35;3111 NORDESTE
1968;2021;3111;1;2021.01;16;3111 NORDESTE
1969;2021;3111;2;2021.02;17;3111 NORDESTE
1970;2021;3111;3;2021.03;35;3111 NORDESTE
1971;2021;3111;4;2021.04;33;3111 NORDESTE
1972;2021;3111;5;2021.05;25;3111 NORDESTE
1973;2021;3111;6;2021.06;20;3111 NORDESTE
1974;2021;3111;7;2021.07;14;3111 NORDESTE
1975;2021;3111;8;2021.08;7;3111 NORDESTE
1976;2021;3111;9;2021.09;8;3111 NORDESTE
1977;2021;3111;10;2021.10;17;3111 NORDESTE
1978;2021;3111;11;2021.11;29;3111 NORDESTE
1979;2021;3111;12;2021.12;46;3111 NORDESTE
1980;2007;3112;1;2007.01;41;3112 TRIANGULO DO SUL
1981;2007;3112;2;2007.02;96;3112 TRIANGULO DO SUL
1982;2007;3112;3;2007.03;113;3112 TRIANGULO DO SUL
1983;2007;3112;4;2007.04;120;3112 TRIANGULO DO SUL
1984;2007;3112;5;2007.05;55;3112 TRIANGULO DO SUL
1985;2007;3112;6;2007.06;28;3112 TRIANGULO DO SUL
1986;2007;3112;7;2007.07;8;3112 TRIANGULO DO SUL
1987;2007;3112;8;2007.08;3;3112 TRIANGULO DO SUL
1988;2007;3112;9;2007.09;3;3112 TRIANGULO DO SUL
1989;2007;3112;10;2007.10;8;3112 TRIANGULO DO SUL
1990;2007;3112;11;2007.11;14;3112 TRIANGULO DO SUL
1991;2007;3112;12;2007.12;12;3112 TRIANGULO DO SUL
1992;2008;3112;1;2008.01;8;3112 TRIANGULO DO SUL
1993;2008;3112;2;2008.02;24;3112 TRIANGULO DO SUL
1994;2008;3112;3;2008.03;93;3112 TRIANGULO DO SUL
1995;2008;3112;4;2008.04;171;3112 TRIANGULO DO SUL
1996;2008;3112;5;2008.05;59;3112 TRIANGULO DO SUL
1997;2008;3112;6;2008.06;39;3112 TRIANGULO DO SUL
1998;2008;3112;7;2008.07;5;3112 TRIANGULO DO SUL
1999;2008;3112;8;2008.08;19;3112 TRIANGULO DO SUL
2000;2008;3112;9;2008.09;12;3112 TRIANGULO DO SUL
2001;2008;3112;10;2008.10;9;3112 TRIANGULO DO SUL
2002;2008;3112;11;2008.11;41;3112 TRIANGULO DO SUL
2003;2008;3112;12;2008.12;21;3112 TRIANGULO DO SUL
2004;2009;3112;1;2009.01;278;3112 TRIANGULO DO SUL
2005;2009;3112;2;2009.02;395;3112 TRIANGULO DO SUL
2006;2009;3112;3;2009.03;372;3112 TRIANGULO DO SUL
2007;2009;3112;4;2009.04;197;3112 TRIANGULO DO SUL
2008;2009;3112;5;2009.05;118;3112 TRIANGULO DO SUL
2009;2009;3112;6;2009.06;36;3112 TRIANGULO DO SUL
2010;2009;3112;7;2009.07;14;3112 TRIANGULO DO SUL
2011;2009;3112;8;2009.08;13;3112 TRIANGULO DO SUL
2012;2009;3112;9;2009.09;18;3112 TRIANGULO DO SUL
2013;2009;3112;10;2009.10;37;3112 TRIANGULO DO SUL
2014;2009;3112;11;2009.11;96;3112 TRIANGULO DO SUL
2015;2009;3112;12;2009.12;277;3112 TRIANGULO DO SUL
2016;2010;3112;1;2010.01;894;3112 TRIANGULO DO SUL
2017;2010;3112;2;2010.02;1048;3112 TRIANGULO DO SUL
2018;2010;3112;3;2010.03;1463;3112 TRIANGULO DO SUL
2019;2010;3112;4;2010.04;1157;3112 TRIANGULO DO SUL
2020;2010;3112;5;2010.05;609;3112 TRIANGULO DO SUL
2021;2010;3112;6;2010.06;110;3112 TRIANGULO DO SUL
2022;2010;3112;7;2010.07;54;3112 TRIANGULO DO SUL
2023;2010;3112;8;2010.08;24;3112 TRIANGULO DO SUL
2024;2010;3112;9;2010.09;27;3112 TRIANGULO DO SUL
2025;2010;3112;10;2010.10;29;3112 TRIANGULO DO SUL
2026;2010;3112;11;2010.11;82;3112 TRIANGULO DO SUL
2027;2010;3112;12;2010.12;125;3112 TRIANGULO DO SUL
2028;2011;3112;1;2011.01;277;3112 TRIANGULO DO SUL
2029;2011;3112;2;2011.02;329;3112 TRIANGULO DO SUL
2030;2011;3112;3;2011.03;422;3112 TRIANGULO DO SUL
2031;2011;3112;4;2011.04;495;3112 TRIANGULO DO SUL
2032;2011;3112;5;2011.05;351;3112 TRIANGULO DO SUL
2033;2011;3112;6;2011.06;77;3112 TRIANGULO DO SUL
2034;2011;3112;7;2011.07;12;3112 TRIANGULO DO SUL
2035;2011;3112;8;2011.08;9;3112 TRIANGULO DO SUL
2036;2011;3112;9;2011.09;14;3112 TRIANGULO DO SUL
2037;2011;3112;10;2011.10;23;3112 TRIANGULO DO SUL
2038;2011;3112;11;2011.11;17;3112 TRIANGULO DO SUL
2039;2011;3112;12;2011.12;46;3112 TRIANGULO DO SUL
2040;2012;3112;1;2012.01;188;3112 TRIANGULO DO SUL
2041;2012;3112;2;2012.02;368;3112 TRIANGULO DO SUL
2042;2012;3112;3;2012.03;869;3112 TRIANGULO DO SUL
2043;2012;3112;4;2012.04;1057;3112 TRIANGULO DO SUL
2044;2012;3112;5;2012.05;581;3112 TRIANGULO DO SUL
2045;2012;3112;6;2012.06;278;3112 TRIANGULO DO SUL
2046;2012;3112;7;2012.07;122;3112 TRIANGULO DO SUL
2047;2012;3112;8;2012.08;71;3112 TRIANGULO DO SUL
2048;2012;3112;9;2012.09;28;3112 TRIANGULO DO SUL
2049;2012;3112;10;2012.10;83;3112 TRIANGULO DO SUL
2050;2012;3112;11;2012.11;188;3112 TRIANGULO DO SUL
2051;2012;3112;12;2012.12;451;3112 TRIANGULO DO SUL
2052;2013;3112;1;2013.01;2291;3112 TRIANGULO DO SUL
2053;2013;3112;2;2013.02;5635;3112 TRIANGULO DO SUL
2054;2013;3112;3;2013.03;7544;3112 TRIANGULO DO SUL
2055;2013;3112;4;2013.04;4588;3112 TRIANGULO DO SUL
2056;2013;3112;5;2013.05;1746;3112 TRIANGULO DO SUL
2057;2013;3112;6;2013.06;543;3112 TRIANGULO DO SUL
2058;2013;3112;7;2013.07;193;3112 TRIANGULO DO SUL
2059;2013;3112;8;2013.08;88;3112 TRIANGULO DO SUL
2060;2013;3112;9;2013.09;86;3112 TRIANGULO DO SUL
2061;2013;3112;10;2013.10;124;3112 TRIANGULO DO SUL
2062;2013;3112;11;2013.11;135;3112 TRIANGULO DO SUL
2063;2013;3112;12;2013.12;214;3112 TRIANGULO DO SUL
2064;2014;3112;1;2014.01;136;3112 TRIANGULO DO SUL
2065;2014;3112;2;2014.02;226;3112 TRIANGULO DO SUL
2066;2014;3112;3;2014.03;305;3112 TRIANGULO DO SUL
2067;2014;3112;4;2014.04;727;3112 TRIANGULO DO SUL
2068;2014;3112;5;2014.05;769;3112 TRIANGULO DO SUL
2069;2014;3112;6;2014.06;435;3112 TRIANGULO DO SUL
2070;2014;3112;7;2014.07;93;3112 TRIANGULO DO SUL
2071;2014;3112;8;2014.08;54;3112 TRIANGULO DO SUL
2072;2014;3112;9;2014.09;98;3112 TRIANGULO DO SUL
2073;2014;3112;10;2014.10;78;3112 TRIANGULO DO SUL
2074;2014;3112;11;2014.11;140;3112 TRIANGULO DO SUL
2075;2014;3112;12;2014.12;129;3112 TRIANGULO DO SUL
2076;2015;3112;1;2015.01;385;3112 TRIANGULO DO SUL
2077;2015;3112;2;2015.02;576;3112 TRIANGULO DO SUL
2078;2015;3112;3;2015.03;1125;3112 TRIANGULO DO SUL
2079;2015;3112;4;2015.04;1684;3112 TRIANGULO DO SUL
2080;2015;3112;5;2015.05;1551;3112 TRIANGULO DO SUL
2081;2015;3112;6;2015.06;732;3112 TRIANGULO DO SUL
2082;2015;3112;7;2015.07;192;3112 TRIANGULO DO SUL
2083;2015;3112;8;2015.08;78;3112 TRIANGULO DO SUL
2084;2015;3112;9;2015.09;61;3112 TRIANGULO DO SUL
2085;2015;3112;10;2015.10;72;3112 TRIANGULO DO SUL
2086;2015;3112;11;2015.11;162;3112 TRIANGULO DO SUL
2087;2015;3112;12;2015.12;311;3112 TRIANGULO DO SUL
2088;2016;3112;1;2016.01;870;3112 TRIANGULO DO SUL
2089;2016;3112;2;2016.02;2248;3112 TRIANGULO DO SUL
2090;2016;3112;3;2016.03;2766;3112 TRIANGULO DO SUL
2091;2016;3112;4;2016.04;2204;3112 TRIANGULO DO SUL
2092;2016;3112;5;2016.05;894;3112 TRIANGULO DO SUL
2093;2016;3112;6;2016.06;231;3112 TRIANGULO DO SUL
2094;2016;3112;7;2016.07;59;3112 TRIANGULO DO SUL
2095;2016;3112;8;2016.08;25;3112 TRIANGULO DO SUL
2096;2016;3112;9;2016.09;21;3112 TRIANGULO DO SUL
2097;2016;3112;10;2016.10;11;3112 TRIANGULO DO SUL
2098;2016;3112;11;2016.11;25;3112 TRIANGULO DO SUL
2099;2016;3112;12;2016.12;34;3112 TRIANGULO DO SUL
2100;2017;3112;1;2017.01;54;3112 TRIANGULO DO SUL
2101;2017;3112;2;2017.02;72;3112 TRIANGULO DO SUL
2102;2017;3112;3;2017.03;108;3112 TRIANGULO DO SUL
2103;2017;3112;4;2017.04;80;3112 TRIANGULO DO SUL
2104;2017;3112;5;2017.05;65;3112 TRIANGULO DO SUL
2105;2017;3112;6;2017.06;27;3112 TRIANGULO DO SUL
2106;2017;3112;7;2017.07;11;3112 TRIANGULO DO SUL
2107;2017;3112;8;2017.08;17;3112 TRIANGULO DO SUL
2108;2017;3112;9;2017.09;25;3112 TRIANGULO DO SUL
2109;2017;3112;10;2017.10;14;3112 TRIANGULO DO SUL
2110;2017;3112;11;2017.11;11;3112 TRIANGULO DO SUL
2111;2017;3112;12;2017.12;22;3112 TRIANGULO DO SUL
2112;2018;3112;1;2018.01;37;3112 TRIANGULO DO SUL
2113;2018;3112;2;2018.02;73;3112 TRIANGULO DO SUL
2114;2018;3112;3;2018.03;108;3112 TRIANGULO DO SUL
2115;2018;3112;4;2018.04;282;3112 TRIANGULO DO SUL
2116;2018;3112;5;2018.05;347;3112 TRIANGULO DO SUL
2117;2018;3112;6;2018.06;127;3112 TRIANGULO DO SUL
2118;2018;3112;7;2018.07;38;3112 TRIANGULO DO SUL
2119;2018;3112;8;2018.08;20;3112 TRIANGULO DO SUL
2120;2018;3112;9;2018.09;21;3112 TRIANGULO DO SUL
2121;2018;3112;10;2018.10;23;3112 TRIANGULO DO SUL
2122;2018;3112;11;2018.11;24;3112 TRIANGULO DO SUL
2123;2018;3112;12;2018.12;58;3112 TRIANGULO DO SUL
2124;2019;3112;1;2019.01;376;3112 TRIANGULO DO SUL
2125;2019;3112;2;2019.02;1361;3112 TRIANGULO DO SUL
2126;2019;3112;3;2019.03;1373;3112 TRIANGULO DO SUL
2127;2019;3112;4;2019.04;2179;3112 TRIANGULO DO SUL
2128;2019;3112;5;2019.05;2166;3112 TRIANGULO DO SUL
2129;2019;3112;6;2019.06;900;3112 TRIANGULO DO SUL
2130;2019;3112;7;2019.07;243;3112 TRIANGULO DO SUL
2131;2019;3112;8;2019.08;70;3112 TRIANGULO DO SUL
2132;2019;3112;9;2019.09;41;3112 TRIANGULO DO SUL
2133;2019;3112;10;2019.10;49;3112 TRIANGULO DO SUL
2134;2019;3112;11;2019.11;53;3112 TRIANGULO DO SUL
2135;2019;3112;12;2019.12;66;3112 TRIANGULO DO SUL
2136;2020;3112;1;2020.01;308;3112 TRIANGULO DO SUL
2137;2020;3112;2;2020.02;575;3112 TRIANGULO DO SUL
2138;2020;3112;3;2020.03;568;3112 TRIANGULO DO SUL
2139;2020;3112;4;2020.04;796;3112 TRIANGULO DO SUL
2140;2020;3112;5;2020.05;602;3112 TRIANGULO DO SUL
2141;2020;3112;6;2020.06;375;3112 TRIANGULO DO SUL
2142;2020;3112;7;2020.07;282;3112 TRIANGULO DO SUL
2143;2020;3112;8;2020.08;210;3112 TRIANGULO DO SUL
2144;2020;3112;9;2020.09;219;3112 TRIANGULO DO SUL
2145;2020;3112;10;2020.10;143;3112 TRIANGULO DO SUL
2146;2020;3112;11;2020.11;80;3112 TRIANGULO DO SUL
2147;2020;3112;12;2020.12;150;3112 TRIANGULO DO SUL
2148;2021;3112;1;2021.01;122;3112 TRIANGULO DO SUL
2149;2021;3112;2;2021.02;180;3112 TRIANGULO DO SUL
2150;2021;3112;3;2021.03;199;3112 TRIANGULO DO SUL
2151;2021;3112;4;2021.04;170;3112 TRIANGULO DO SUL
2152;2021;3112;5;2021.05;120;3112 TRIANGULO DO SUL
2153;2021;3112;6;2021.06;55;3112 TRIANGULO DO SUL
2154;2021;3112;7;2021.07;46;3112 TRIANGULO DO SUL
2155;2021;3112;8;2021.08;45;3112 TRIANGULO DO SUL
2156;2021;3112;9;2021.09;24;3112 TRIANGULO DO SUL
2157;2021;3112;10;2021.10;8;3112 TRIANGULO DO SUL
2158;2021;3112;11;2021.11;108;3112 TRIANGULO DO SUL
2159;2021;3112;12;2021.12;125;3112 TRIANGULO DO SUL
2160;2007;3113;1;2007.01;12;3113 TRIANGULO DO NORTE
2161;2007;3113;2;2007.02;43;3113 TRIANGULO DO NORTE
2162;2007;3113;3;2007.03;91;3113 TRIANGULO DO NORTE
2163;2007;3113;4;2007.04;104;3113 TRIANGULO DO NORTE
2164;2007;3113;5;2007.05;42;3113 TRIANGULO DO NORTE
2165;2007;3113;6;2007.06;18;3113 TRIANGULO DO NORTE
2166;2007;3113;7;2007.07;9;3113 TRIANGULO DO NORTE
2167;2007;3113;8;2007.08;6;3113 TRIANGULO DO NORTE
2168;2007;3113;9;2007.09;8;3113 TRIANGULO DO NORTE
2169;2007;3113;10;2007.10;11;3113 TRIANGULO DO NORTE
2170;2007;3113;11;2007.11;30;3113 TRIANGULO DO NORTE
2171;2007;3113;12;2007.12;13;3113 TRIANGULO DO NORTE
2172;2008;3113;1;2008.01;74;3113 TRIANGULO DO NORTE
2173;2008;3113;2;2008.02;71;3113 TRIANGULO DO NORTE
2174;2008;3113;3;2008.03;221;3113 TRIANGULO DO NORTE
2175;2008;3113;4;2008.04;245;3113 TRIANGULO DO NORTE
2176;2008;3113;5;2008.05;112;3113 TRIANGULO DO NORTE
2177;2008;3113;6;2008.06;48;3113 TRIANGULO DO NORTE
2178;2008;3113;7;2008.07;5;3113 TRIANGULO DO NORTE
2179;2008;3113;8;2008.08;6;3113 TRIANGULO DO NORTE
2180;2008;3113;9;2008.09;7;3113 TRIANGULO DO NORTE
2181;2008;3113;10;2008.10;11;3113 TRIANGULO DO NORTE
2182;2008;3113;11;2008.11;40;3113 TRIANGULO DO NORTE
2183;2008;3113;12;2008.12;26;3113 TRIANGULO DO NORTE
2184;2009;3113;1;2009.01;127;3113 TRIANGULO DO NORTE
2185;2009;3113;2;2009.02;304;3113 TRIANGULO DO NORTE
2186;2009;3113;3;2009.03;578;3113 TRIANGULO DO NORTE
2187;2009;3113;4;2009.04;334;3113 TRIANGULO DO NORTE
2188;2009;3113;5;2009.05;266;3113 TRIANGULO DO NORTE
2189;2009;3113;6;2009.06;74;3113 TRIANGULO DO NORTE
2190;2009;3113;7;2009.07;37;3113 TRIANGULO DO NORTE
2191;2009;3113;8;2009.08;13;3113 TRIANGULO DO NORTE
2192;2009;3113;9;2009.09;14;3113 TRIANGULO DO NORTE
2193;2009;3113;10;2009.10;45;3113 TRIANGULO DO NORTE
2194;2009;3113;11;2009.11;187;3113 TRIANGULO DO NORTE
2195;2009;3113;12;2009.12;171;3113 TRIANGULO DO NORTE
2196;2010;3113;1;2010.01;694;3113 TRIANGULO DO NORTE
2197;2010;3113;2;2010.02;976;3113 TRIANGULO DO NORTE
2198;2010;3113;3;2010.03;1378;3113 TRIANGULO DO NORTE
2199;2010;3113;4;2010.04;983;3113 TRIANGULO DO NORTE
2200;2010;3113;5;2010.05;534;3113 TRIANGULO DO NORTE
2201;2010;3113;6;2010.06;120;3113 TRIANGULO DO NORTE
2202;2010;3113;7;2010.07;44;3113 TRIANGULO DO NORTE
2203;2010;3113;8;2010.08;33;3113 TRIANGULO DO NORTE
2204;2010;3113;9;2010.09;62;3113 TRIANGULO DO NORTE
2205;2010;3113;10;2010.10;47;3113 TRIANGULO DO NORTE
2206;2010;3113;11;2010.11;64;3113 TRIANGULO DO NORTE
2207;2010;3113;12;2010.12;142;3113 TRIANGULO DO NORTE
2208;2011;3113;1;2011.01;212;3113 TRIANGULO DO NORTE
2209;2011;3113;2;2011.02;298;3113 TRIANGULO DO NORTE
2210;2011;3113;3;2011.03;359;3113 TRIANGULO DO NORTE
2211;2011;3113;4;2011.04;444;3113 TRIANGULO DO NORTE
2212;2011;3113;5;2011.05;310;3113 TRIANGULO DO NORTE
2213;2011;3113;6;2011.06;59;3113 TRIANGULO DO NORTE
2214;2011;3113;7;2011.07;21;3113 TRIANGULO DO NORTE
2215;2011;3113;8;2011.08;16;3113 TRIANGULO DO NORTE
2216;2011;3113;9;2011.09;12;3113 TRIANGULO DO NORTE
2217;2011;3113;10;2011.10;21;3113 TRIANGULO DO NORTE
